PersonID,login,password,salary,Department,HasFamily,HasCar,HasPet
15-2540346,jgoosnelloi,rrawlingsonoi,$6826.31,B,true,true,true
11-5885209,dpedrollooj,vmassimooj,$3815.85,B,true,false,false
92-7912910,zbeggiook,ngoodeyok,$2470.46,C,false,true,false
11-2642731,hbeardsellol,wdibdenol,$1013.21,B,false,false,true
50-2578253,,phillandom,$2421.55,A,true,false,true
77-7090443,eferrareseon,ndurnellon,$854.31,A,false,true,false
44-5034244,amccaffertyoo,dgreiroo,$516.56,D,false,true,false
04-2778834,kspottswoodop,nyackiminieop,$6457.42,D,false,false,false
61-8072313,hbeldhamoq,tkippinsoq,$5727.16,B,true,false,true
51-4483825,alagneauxor,cclampeor,$6914.87,B,true,false,false
58-4675387,hfrostdickeos,gstapleyos,$2585.94,C,true,false,true
01-3832776,adobinsonot,jrippingaleot,$4985.23,A,true,true,true
24-8923390,vvasileou,mmcgillecoleou,$8957.09,C,false,true,false
10-3386522,hkinsettov,avanyov,$9051.55,A,true,false,true
10-3775838,fgirthow,metockow,$6984.93,B,true,true,true
63-1602435,bnolanox,llangeleyox,$3246.84,B,true,true,false
76-8753890,,rgreenalloy,$7807.16,D,false,false,false
21-9884431,,aminguetoz,$4545.59,D,false,true,false
12-2108399,adonnellyp0,asimenelp0,$2261.99,B,true,true,false
30-0945817,ohabardp1,jgrestiep1,$8435.83,D,false,false,true
43-4086369,cgaifordp2,,$2452.50,B,false,false,true
96-2257797,gnortonp3,irametp3,$2623.66,D,true,false,false
37-4756788,pfoottitp4,aheitonp4,$2204.79,C,false,false,true
24-7933485,jputtenp5,moreillyp5,$8669.97,B,false,true,false
03-1332871,,cdebenedittip6,$1603.50,B,true,true,true
36-4545616,aickowicsp7,pkrysiakp7,$7692.93,D,true,true,false
22-5361345,,,$3694.70,D,false,false,true
22-7215184,,mlovingp9,$8283.92,D,false,false,true
73-8776563,mmeakepa,rcantypa,$6243.89,C,true,false,false
39-6537923,ailyaspb,sevansonpb,$9302.70,D,false,true,false
01-5436503,scatonnepc,bstansfieldpc,$3004.06,C,true,false,false
44-2557290,fhosbypd,dmckeurtonpd,$3182.36,B,true,false,false
12-5709760,pgreatexpe,amcdowallpe,$2001.29,B,false,false,false
48-6782562,dbartolomeopf,sfandreypf,$1865.70,B,true,true,false
62-6326590,cbraunlepg,ebodemeaidpg,$6152.71,D,false,true,true
50-8674952,,knoweakph,$7604.27,D,true,true,true
54-0612070,kalvinpi,dengehampi,$8431.06,C,false,true,false
96-9744942,,rgarrypj,$7117.19,A,true,true,true
53-4388486,,ssweatmanpk,$8540.54,B,true,true,false
50-2209750,praffelspl,lblazewiczpl,$9216.83,C,false,false,false
55-1497494,yballepm,cbieverpm,$6738.28,B,true,true,false
71-0252928,,,$4942.75,A,false,true,true
70-2600109,arichfieldpo,rlupartopo,$4911.95,D,true,true,true
05-7166760,rromainpp,uroathpp,$909.30,D,true,true,true
89-5666366,,tfesslerpq,$6444.37,B,true,false,true
45-1843180,lbiggerstaffpr,mtummonspr,$3141.29,A,false,false,true
64-5181715,,fchurchlowps,$2889.39,D,false,false,false
58-6035131,jjurnpt,hduerdenpt,$5827.33,B,false,true,false
30-3751598,,abynertpu,$6967.80,B,true,false,true
57-0884923,,oskivingtonpv,$3023.28,D,false,true,false
67-3797018,wallstonpw,tgaskpw,$3489.79,D,false,true,false
10-2555155,ncowanpx,gsuttiepx,$155.31,B,true,false,true
81-4198688,kcricketpy,kstonespy,$9624.50,A,false,false,true
49-1168492,igronoupz,sfronzekpz,$1638.32,A,true,false,true
03-0172595,tgeffingerq0,drobardq0,$6819.52,D,false,false,true
31-7915399,tbeckenhamq1,jbrissetq1,$3510.94,C,true,false,true
07-2630367,rpicardoq2,hsaveryq2,$408.60,A,true,true,true
34-1256717,,icarlyleq3,$9851.04,C,false,false,false
22-3143629,tgalbreathq4,chogbenq4,$1026.40,D,true,false,false
38-8498729,,ldennettq5,$2904.71,A,false,false,false
06-1692509,,fhuonicq6,$4794.57,C,false,false,false
15-4159095,smallenderq7,asatterthwaiteq7,$2867.73,C,true,true,false
59-8797011,nsargeantq8,hmalanq8,$950.50,C,false,true,true
79-8081367,cpendlingtonq9,lmaghullq9,$2102.17,A,false,false,true
87-3496021,jdisbrowqa,emuckartqa,$9437.19,A,false,false,false
83-0335922,hpuesqb,cdrayqb,$7812.77,A,true,true,true
69-6521127,,,$988.46,D,false,true,true
27-3380582,croadknightqd,eguerrazziqd,$9518.87,C,true,false,false
09-2958362,kclowleyqe,mlonnonqe,$2368.85,A,true,false,false
16-6679771,lasherqf,snorawayqf,$5579.71,D,true,false,true
19-4233856,eackeroydqg,cvanhalenqg,$2012.24,A,false,false,false
72-8394061,,ophilippartqh,$8073.03,B,false,true,true
56-3752594,wsmellieqi,,$5100.38,C,false,false,true
40-3066116,cdossettqj,bosbanqj,$7775.50,A,false,true,false
20-0575984,bcurthoysqk,cblaydqk,$7634.49,C,true,false,true
02-5504316,msherewoodql,dkettlestringeql,$5040.83,B,true,false,false
23-4467133,,,$5560.16,D,false,true,true
36-2215643,ymossqn,,$2415.72,B,false,true,false
25-8185973,ecoreqo,mlangridgeqo,$2636.36,A,true,false,true
51-8741737,wlukacsqp,jsidwickqp,$4619.59,D,false,true,true
37-2671327,jcobelloqq,nroeqq,$3698.80,A,true,true,false
46-8990514,,bpigginqr,$8202.27,A,true,true,false
26-8863304,tmorleyqs,ananniniqs,$3937.42,B,true,false,false
42-0172091,hschierschqt,eschallqt,$9840.06,D,false,false,true
69-3992822,bbrobynqu,,$1476.87,A,false,true,false
77-0447403,cbubbinsqv,astaceyqv,$6944.53,D,true,false,true
08-1142736,,ahoppnerqw,$1154.53,A,false,false,true
24-6486950,,dcurthoysqx,$8198.00,A,false,true,false
16-4676393,blaxqy,cremonqy,$5661.79,B,true,false,true
11-5569102,,cquiddihyqz,$3209.21,C,true,false,true
81-0392072,tfeelyr0,rmattekr0,$9454.31,A,false,false,true
96-1813667,rdooheyr1,ofernier1,$1711.26,A,false,true,false
98-0771433,nmillingtonr2,sbeamishr2,$221.68,D,false,true,true
39-2726986,,pbillamr3,$9451.17,B,false,true,false
55-7683486,nsteartr4,rrevingtonr4,$3752.34,A,true,true,true
33-4541045,sguerrar5,gbroxholmer5,$7401.18,B,true,false,true
03-6884527,mcomptonr6,hurionr6,$5432.44,C,false,false,true
46-8021118,afilochovr7,rambrozr7,$286.84,A,false,true,true
02-9079964,,hferriger8,$1626.74,B,true,false,true
72-1954460,,jbrimacomber9,$7337.76,D,false,false,false
16-3789650,,cmoscropra,$1579.93,D,true,false,false
96-0984048,slisrb,lallchinrb,$3138.59,D,false,false,false
12-9037287,rensleyrc,cpoundfordrc,$9996.74,C,false,false,false
31-0827450,,epaddefieldrd,$3240.07,A,false,false,false
93-0274729,gliddellre,jstanggjertsenre,$9222.15,A,true,false,false
04-8413945,cranaldrf,rgrimsditchrf,$7607.92,B,true,true,false
94-6063943,gresiderg,adudsonrg,$294.85,D,true,false,true
87-4690305,,,$8657.74,B,true,false,false
87-6793635,hmoiseyri,ksergentri,$8299.97,C,false,true,false
75-5273108,mcholwellrj,rgrievesonrj,$6143.67,D,true,false,true
72-2993733,amccloshrk,ceppsonrk,$9103.10,D,false,false,false
31-4388612,mjirkarl,dalexsandrevrl,$8659.15,D,true,true,false
69-8146560,dswafferrm,dkassmanrm,$5568.50,D,false,false,false
74-6010801,rboanasrn,fdumingosrn,$7904.77,B,true,true,true
89-1375926,,fhazeltinero,$2379.51,C,true,false,true
81-6795959,pcrellimrp,bbyhamrp,$3080.85,D,true,false,true
25-6996014,,rreinerrq,$4411.83,D,false,true,false
86-5364493,nquinceyrr,mwaadenburgrr,$2286.86,B,true,true,true
