ID,Name,Category,Salary,Count,Price
18-1231082,Emlyn Lancett,A,$891.18,2,$38.91
83-2447802,Elonore Conechie,A,$481.23,38,$3.98
45-6806224,Susi Bartolic,A,$696.00,32,$22.86
42-7246772,Lawrence Kunzel,,$777.32,22,$45.84
37-5148149,Klement Zanetto,B,$194.35,4,$11.69
39-3096303,Gillian Fautley,A,$415.73,34,$4.62
52-5224094,Milzie Conyers,D,$630.27,29,$8.17
85-9196055,Wren Naismith,D,$941.67,43,$2.17
43-0506098,Beverly Magnar,D,$240.81,32,$23.43
21-0152853,Haily Measom,D,$332.77,12,$44.60
09-2763242,Olin McKeag,,$881.90,18,$25.50
91-0829347,Rosaline Greenway,C,$958.97,45,$42.60
14-0913813,Electra Sharrier,D,$797.78,40,$45.93
42-8016083,Theo Saye,B,$143.01,23,$12.17
01-6245092,Sonnnie Santello,D,$255.25,17,$9.74
33-8512863,Debbie Lovelady,C,$637.13,1,$19.40
10-2367010,Amargo Wolpert,A,$799.09,35,$36.32
27-9172758,Kylen Borrill,B,$663.28,37,$4.77
84-4693149,Griffie Huxstep,B,$297.55,19,$9.20
73-7832217,Mollee MacCahee,C,$264.90,38,$2.05
56-2236516,Sabrina Wickey,B,$666.65,15,$11.26
92-4108587,Vaughn Callinan,C,$258.25,19,$5.39
94-0311187,Constancy Bliven,B,$247.45,39,$15.99
51-1537324,Niels Baigent,B,$532.41,30,$2.12
92-6409473,Elana Gonthard,A,$909.26,19,$7.01
97-7786203,Osgood Kelby,D,$958.28,43,$45.12
50-5504796,Winna Gluyas,C,$953.07,20,$28.07
92-2774712,Roseanna Renny,A,$685.89,1,$40.00
76-6404670,Gwendolen Guiduzzi,D,$107.04,24,$34.48
76-6825795,Sawyere Cicconetti,D,$112.45,14,$9.71
36-2938473,Selena Castellini,A,$199.82,22,$43.50
26-3147401,Oliviero Wakeford,B,$145.74,2,$17.07
95-6343892,Saundra Terese,C,$579.44,4,$10.38
10-9576732,Berty Randalston,A,$283.51,1,$49.85
42-3769811,Tallie Knifton,A,$997.42,1,$18.31
63-4294081,Irma Ranfield,D,$757.24,6,$42.03
99-0040451,Mommy Chick,D,$781.85,50,$45.15
06-4441305,Emmaline Brister,C,$569.42,9,$3.25
27-7176320,Chantalle Skeeles,A,$575.38,20,$8.11
83-3849922,Linnie Proughten,A,$232.29,22,$30.60
73-5233899,Antin Jozsa,A,$368.17,25,$31.64
