ID,Fname,Lname,Department,Money,HasDiploma
07-1881560,Andie,Chennells,инженеры,$78916.43,false
12-5163796,Alford,Llewelly,инженеры,$28610.97,true
65-4017432,Orella,Hurlin,бухгалтеры,$72250.79,true
26-0733726,Kathy,Rontsch,инженеры,$90250.77,true
46-6580127,Dukie,McCroary,инженеры,$7000.00,true
18-2077205,Kit,Crevy,бухгалтеры,$21877.13,false
99-0691222,Eadmund,Lunny,бухгалтеры,$58346.57,true
67-1853007,Shane,Reggiani,инженеры,$47377.60,true
91-9661165,Jorgan,Castro,бухгалтеры,$23930.68,true
07-8456606,Adrianna,Dowden,бухгалтеры,$46995.31,false
60-2252371,Cordy,Baudou,бухгалтеры,$71443.80,false
05-7406487,Federico,Mellsop,инженеры,$52804.88,true
06-9360144,Wilden,Phillip,бухгалтеры,$29991.16,true
81-0374709,Andreana,Camilli,программисты,$35172.88,false
45-1905975,Didi,Shotboult,программисты,$57392.73,false
77-3482727,Udall,Genders,инженеры,$29759.10,true
34-2855409,Mikel,Peasnone,программисты,$18282.03,false
33-1574372,Flint,Bewshaw,программисты,$69950.91,false
07-9558023,Omar,Frears,программисты,$73331.02,true
72-6479780,Nate,Traise,программисты,$65429.50,true
64-0368150,Rozella,Dronsfield,инженеры,$16076.94,true
99-5501631,Ignacio,Smullin,программисты,$85868.50,false
41-0223539,Beverlee,Puxley,бухгалтеры,$22045.53,false
81-6749838,Alexander,Rohmer,бухгалтеры,$35115.44,true
23-1108950,Antonie,Buckoke,инженеры,$58719.84,false
05-0582597,Rebbecca,Whitelaw,инженеры,$14229.33,true
80-9637059,Chucho,Standring,программисты,$61536.85,true
16-0540529,Orin,Garnsey,инженеры,$78532.33,true
12-8022246,Lindsey,Walklot,бухгалтеры,$49354.93,true
55-9399263,Guy,Winckworth,программисты,$76777.17,true
37-1683607,Vasilis,Walasik,инженеры,$11418.95,true
35-7887512,Harbert,Shippey,бухгалтеры,$84354.80,false
54-5404095,Jeannette,Eisikowitch,инженеры,$66533.57,true
44-3073891,Dorette,Tamblingson,программисты,$69473.49,false
89-6081503,Byram,Westfalen,программисты,$50117.67,false
06-5259144,Mitzi,Bromidge,бухгалтеры,$5451.88,false
09-6529898,Jecho,Seller,программисты,$70938.22,false
23-4351964,George,Limbrick,бухгалтеры,$84534.16,false
14-3863941,Juan,Sleany,бухгалтеры,$31617.51,false
29-3871874,Rodger,Sartin,бухгалтеры,$27641.51,false
26-5685226,Marve,Kelloway,программисты,$3636.88,false
50-5150201,Cynthy,Whibley,бухгалтеры,$31604.33,true
36-3517946,Meta,Narbett,программисты,$62136.69,true
89-2804203,Arabele,Coburn,бухгалтеры,$33299.28,false
88-1078042,Paulita,Jenney,бухгалтеры,$23404.36,true
16-5937106,Otho,Habble,бухгалтеры,$26704.27,true
57-8695144,Rosemonde,Defau,бухгалтеры,$33970.79,false
68-3775310,Harvey,Corday,программисты,$96873.99,false
94-1355104,Franky,Ranklin,бухгалтеры,$70850.20,false
42-8725818,Janel,Bearman,программисты,$36850.75,false
13-0944987,Mohammed,Oswick,инженеры,$54238.30,true
62-6531469,Sully,Spear,бухгалтеры,$74432.51,false
17-7426878,Dana,Antoni,программисты,$26286.35,false
80-3254335,Clea,Inder,бухгалтеры,$96845.45,true
88-2008476,Vanda,Willoughey,бухгалтеры,$87181.24,false
69-8364060,Roxanna,Haselup,инженеры,$52829.49,false
93-9347278,Hastings,Wager,инженеры,$75104.48,false
91-1455198,Christoph,Moses,бухгалтеры,$6807.32,true
74-0474225,Van,Blunsom,инженеры,$45850.38,false
20-6133847,Minetta,Stidson,инженеры,$52791.50,true
98-7265151,Forest,Gove,программисты,$34996.22,false
85-0509169,Rosalie,Toma,инженеры,$88407.77,true
74-3219294,Itch,Gertray,программисты,$16795.64,true
09-5178228,Norah,Mitchard,инженеры,$32955.12,true
16-9937577,Rob,Ruskin,программисты,$29666.65,false
